Tweet ID	Country	Date	Tweet
2,89278E+17	US	10/01/13	@Maalaak_q8_ ووين ماطقها عويا -__-
2,89338E+17	ID	10/01/13	Mampet hidung gw...
2,89372E+17	MY	10/01/13	Seriously, I feel Betrayed
2,89402E+17	GB	10/01/13	"@Colemaan @christinafisher yes and yes ;)"
2,8943E+17	US	10/01/13	@BigJoe2323 I plugged it in the computer so no
2,89435E+17	US	10/01/13	Straight ignore.
2,89443E+17	US	10/01/13	Y para acabarla habla súper lento mi compadre ....
2,89545E+17	US	11/01/13	"\@FucKUPayyMee: Lawwdd it feel like somebody just punchin me in my cat. Lmaoo.\"" see nasty asz"""
2,89555E+17	US	11/01/13	@SammiMazzella don't text @katelindallegro it will save u from a headache #jkjkjk #loveyakate
2,89612E+17	US	11/01/13	@Ambitious_R_Us you good wyd?
2,8979E+17	US	11/01/13	@Orange_Fanatic4 rd cuzz
2,89805E+17	NL	11/01/13	wrm my avond  ga iemand anders avond verepesten
2,89811E+17	RS	11/01/13	@biebsjan0skians o.O Mockingjay. Sjaj Slobode on serbian.
2,89854E+17	US	11/01/13	@ronald_to_swoll lmfaooo that's a girl store
2,89866E+17	BR	11/01/13	@t_bouvier muito bom flamengo sim
2,89908E+17	US	12/01/13	My ears once again hurt so much
2,89912E+17	BR	12/01/13	Ishih! Gabi + Paula = a confusão... Gabi + Paula + Brenda = corre negada
2,9E+17	MY	12/01/13	Instagram-ing laa pulakk . :-)
2,90052E+17	TR	12/01/13	@bayaniglesias tamamdir kankiii :D
2,90058E+17	RU	12/01/13	@senumt evet günün haberi :)
2,90209E+17	RU	12/01/13	Какая разница, что твориться у меня внутри? Главное выгляжу я отлично, а остальное - не имеет значения.
2,90221E+17	GB	12/01/13	Rylan... love you @bbuk  xx
2,90246E+17	GB	12/01/13	Safe to say I teared up more than I do in the average year in one night at Les Mis #musicgotmegoing #noshame
2,9028E+17	MY	13/01/13	Jinki, do you know that she has passed on?
2,90341E+17	ID	13/01/13	"Maaf sayangg aku ga brmaksud menigakan dikau RT @lucianatherecia: Tuh kan ak disingkirkan gr\ orng ketiga  RT @dhina_dhindil: @anggitia_tia"""
2,90444E+17	JP	13/01/13	"なにこれ\n　　　 ／⌒ヽ\n　　 ／　　　＼\n　　/　　　 丶 ＼\n　 (/　　　　丶　)\n　 /　　　　　丶\\n　f　　　　　　i\n　| ●　　●　　 |\n　|　　一　　　|\n　ヽ＿＿ 　 　ノ\n　 丿ﾉ ﾉ丁丁￣l＼\n　く(_(_(＿L＿)ノ"""
2,90474E+17	ID	13/01/13	@imoeddah miss u yankk :* smoga terlaksana yee, aamien http://t.co/KycLBEw5
2,90559E+17	GB	13/01/13	@Lord_Sugar Stabilisers !
2,90575E+17	US	13/01/13	Up 🏃
2,90582E+17	NL	13/01/13	Ff een paar bladzijden lezen dan hopen de ik slaperig en mijn oogjes dicht vallen
2,90582E+17	NL	13/01/13	Zo maar slapen (:
2,90634E+17	US	14/01/13	Damn your ex is a cry baby. He dont wanna talk to me.
2,90656E+17	US	14/01/13	@AndyMolitor4 she will be devastated!
2,90664E+17	BR	14/01/13	@oi_biagomes obrigada linda!! ❤
2,90665E+17	BR	14/01/13	@sweetnnessa osheee so se for agora, nele? Tuuuudo kkkkkkk
2,90838E+17	BR	14/01/13	I'm at Forquilhinha http://t.co/VX8gjg4o
2,90841E+17	GB	14/01/13	@LukeMalvern ahwwww Lukey, your profile picture is so adorable!
2,90891E+17	ES	14/01/13	Después de correr con @chay_18dp @Jmmacoco @jose_21ra una buena merienda para coger fuerzas jaja
2,90946E+17	CL	14/01/13	@Pauladominguez como va el embarazo? En que semana estas??
2,90991E+17	JP	15/01/13	iPhoneのケーブルかいにきたついでにカフェオレテイクアウトおおおお (@ カフェ・ベローチェ 鶴見店) http://t.co/IJvwc7Qh
2,91036E+17	US	15/01/13	@MarcyD13 @datdudebp4 @adeangelo13 mandarin buffet?
2,91147E+17	JP	15/01/13	@ksmt_ktうちの方が絶対早かったなwww
2,91188E+17	US	15/01/13	My baby Is completely frozen no way I can drive this shit no time soon http://t.co/5fB1vytx
2,91219E+17	NL	15/01/13	Jaja een spoedje Apeldoor. Beetje druk (@ A1) [pic]: http://t.co/a5dzjoiJ
2,91287E+17	FR	15/01/13	Cest un monde de merde
2,91294E+17	FR	15/01/13	@YaaasmineM waouuuuuu super --'
2,91324E+17	BR	15/01/13	Pequena no tamanho e cada vez maior nas suas conquistas. Só orgulho!! Aguarde sabado a comemoração será ao nosso estilo hahaha @_luanabilro
2,91403E+17	US	16/01/13	@Marc_Anthony_18 @nallelyy_j Well instead of scaring her you scared me
2,91413E+17	US	16/01/13	Everything I don't want to happen is happening. Smh I hate my life right now .!😔
2,91421E+17	MX	16/01/13	Y tu el aire que me levanta que me da fuerza para este amor #TuAmorMeHaceTantoBien..
2,9159E+17	IT	16/01/13	Linea giovane per la Juve. E' fatta per la stella del Sassuolo http://t.co/r3ZBGlB9 #calciomercato #juve
2,91654E+17	JP	16/01/13	@Laetitia_MAX ランファ！
2,91675E+17	CA	16/01/13	"HOW THE FUCK DOES LIAM PAYNE TWEET \Dark\"" AND GET 34,9K RETWEETS AND 24,K FAVORITES WAT"""
2,91689E+17	US	16/01/13	Flip Phone Shawty!!
2,91696E+17	CA	16/01/13	Its funny because in every situation we go threw your aloud to tell ur best friend but I can't. #toobad #goingtoanyways
2,9177E+17	US	17/01/13	I am not a godly person, or a religious one for that matter. Mostly because I'm logical and I grew out of pretending. Just sayin.
2,91833E+17	US	17/01/13	Happy birthday to a handsome guy name @Oscar_swagg_  xp
2,91965E+17	US	17/01/13	@xXBRANdoN_DXx @17LAZAROW17 :'( WHAT!
2,91965E+17	ES	17/01/13	Gent en menos personalitat que..ay no,que tu eres el exemple
2,91975E+17	US	17/01/13	Ughh @HeavyHitterz91 needs to hurry the hell up and get outta work!!
2,91986E+17	CL	17/01/13	#cancionesquesonperfectas http://t.co/FbAcFuMj uno de mis temas favoritos de Placebo, no podria ser mejor este tema, la letra lo dice todo.
2,92003E+17	ES	17/01/13	Ufff que mal lo he paasado. #Muyfuertetodo
2,92101E+17	US	18/01/13	@SheeRatchettt Amen
2,92104E+17	US	18/01/13	"@ChineseJasminee okay good ! Please come ! And no. I don't talk to her nor joselin . Yes ! Saturday, Sunday, Monday &amp; Tuesday ! (x"
2,92105E+17	GB	18/01/13	@parcel2go_Help sadly this BOSE DOCKING STATION has not arrived and I am most annoyed. I want this item replaced asap. http://t.co/oo8bbBcp
2,92149E+17	US	18/01/13	Catfish need some hood ppl though... That would be funny
2,92191E+17	US	18/01/13	Finally bedtime. Goood freaking niighhtt!
2,92204E+17	NL	18/01/13	@EdDJGex i did the bpm because i mix quickly so i can pitch them up for quick inmixing
2,92322E+17	GB	18/01/13	Aww, how cute is that - you can text every other fucker in this world but not me #Shocking
2,92345E+17	RU	18/01/13	Я читаю только Бэна !yaoming!
2,925E+17	US	19/01/13	@caseee_lynns12  madden!!!!!!! N
2,92559E+17	ID	19/01/13	@rerenvino nama ku nurul lain idih-_-:p
2,9257E+17	CA	19/01/13	@kristacipriani sleep is for the weak / week
2,92626E+17	ID	19/01/13	"Minta sampai angka habis :p\@yudhigugum: (۳ ˚Д˚)۳ minta lo berapaaaa\""@NovfiskAbcd: Dikit amat -_- \""@yudhigugum:"""
2,92655E+17	US	19/01/13	Escuchar el repique que toca el boli se me eriza la piel
2,92662E+17	BR	19/01/13	@juliasalves nem sou mesmo, devo te dreads
2,92678E+17	ID	19/01/13	@algifary21 yang sabar boy...smoga banjir nya cpt surut ya...mobil gw jg masih kejebak di PLO dari tnggal 15...
2,9274E+17	BR	19/01/13	To mal, preocupado, com raiva, triste...
2,92838E+17	US	20/01/13	I wish you would just text me this once.
2,92863E+17	BR	20/01/13	@Bigetao era p falar no chat hahhah deixa então...boa noite,te amo...sleep tight
2,92893E+17	BR	20/01/13	Nooooooossa!!! A garota acabou de lamber dentro da minha orelha!!!
2,92922E+17	US	20/01/13	Im tha only one up in my house... WHY ?
2,92985E+17	MY	20/01/13	Bought Al Fakher Orange , Grape and Vanilla. Its gonna be Vanilla Twilight.
2,93062E+17	ID	20/01/13	Males hehe :D
2,93134E+17	GB	20/01/13	just set my alarm for the first time in weeks #morningstruggle ⏰
2,93136E+17	CL	20/01/13	y empezaron los tacos
2,9317E+17	MX	21/01/13	Explorando nuevos rincones 🍷🍕🍴😋 (with Rosalía at Florentina Pizza) [pic] — http://t.co/TmTetXYx
2,93192E+17	CA	21/01/13	Luooooo
2,93249E+17	US	21/01/13	Baltimore is going CRAZY ! The celebration has just begun 😘😘😘
2,93275E+17	US	21/01/13	"i got my days &amp; nights mixed up like ima newborn or sum sht ."
2,93327E+17	MY	21/01/13	Bugis like got a lot of nice clothes ah
2,93335E+17	MY	21/01/13	@zBiis what happened !?
2,93412E+17	US	21/01/13	I love Beyonce eyebrows.
2,9345E+17	MX	21/01/13	Tu, yo.. Jugando xbox, piensalo.
2,93509E+17	IT	22/01/13	"Ya instalado, mañana al Vaticano! (@ 1909 Bed &amp; Breakfast) http://t.co/a3eUhfIR"
2,93542E+17	US	22/01/13	"@skatherine16 its okay &lt;3"
2,9375E+17	MY	22/01/13	@Shannlzx ahem...
2,93778E+17	SE	22/01/13	@JoelIvarsson bra initiativ!
2,93816E+17	IT	22/01/13	@xchiar5 no giuro. Non ci capisco più niente! Ahahah magari non è nemmeno russo ..
2,9384E+17	ES	22/01/13	Ufff tenia que acabar mal el dia...
2,93848E+17	ES	22/01/13	@Gemiitaa1 jajajjajjajj me meeooo coon @Noelianvas jajjajajjaja #queartetienes
2,93867E+17	US	22/01/13	@pinchedandan I'm calling u a bitch dummy
2,93875E+17	US	23/01/13	@Broph67749 why was I the last to know.... Haha
2,94078E+17	JP	23/01/13	@fmsk26 うそー全然気づかなかった(笑)明日からもー頑張ろー♪
2,94106E+17	GB	23/01/13	"@BamBamBeast @NeilChallis not the 3rd ;-)"
2,94139E+17	US	23/01/13	I'm bout to diiiiive in @ Nana's Diner http://t.co/PzEFbOEN
2,94163E+17	US	23/01/13	Dear @BMS_Nard is by far the best bit on the @BMS_OnTheAir. #killinit
2,94174E+17	US	23/01/13	@chachigonzales good afternoon and Happy Birthdayyyyyyyyyy *Turns on music* Time to partyyyyy
2,9418E+17	CA	23/01/13	After these exams I'm definitly gonna have to get together with friends #whatmakesthedaybetter
2,94215E+17	US	23/01/13	Ahh
2,9425E+17	BR	24/01/13	Vovozinha sua linda *----* http://t.co/RVWm594Q
2,94269E+17	BR	24/01/13	O.o
2,94301E+17	US	24/01/13	Dense Fog Advisory issued January 23 at 10:27PM CST until January 24 at 9:00AM CST by NWS Lake Charles http://t.co/1RbQFvzr
2,94314E+17	US	24/01/13	@WOLFwinningWOLF alottttttttt
2,94332E+17	US	24/01/13	Everything makes more sense on a legal pad.
2,94338E+17	CL	24/01/13	@UlloaSalgado buuuu entonce pa que me invitai?
2,94435E+17	ID	24/01/13	I didn't stop loving you, I just stopped showing it. (Inspired by @echiprutt wakakak)
2,9457E+17	US	24/01/13	"Time to do work &gt;&gt;&gt;&gt;&gt;"
2,94636E+17	ID	25/01/13	Jgn lpa bli mujair dgn ayam daging pa qt pe papa RT @molompar: morningg.. Hari jumat, berarti ada dahsyatnya #PasarMolompar hahaha :D
2,94642E+17	US	25/01/13	@SteveMugga omggggg
2,94795E+17	ID	25/01/13	"thxyuuu jepa;;) \@zevansca: Oke syg pasti;;) (˘ʃƪ˘) \""@rindySW: @zevansca yaa gpp jepa, doain cepet taken yaaa;;)\""\"""""
2,94801E+17	US	25/01/13	"😷😷😷 “@ForTheFame_: How some of you gays take pics wit y'all fingers in y'all asses &amp; then post them on the Internet is beyond me.”"
2,94813E+17	GB	25/01/13	After all the dancehall artists I still get mad ova Busy Signal!
2,94823E+17	US	25/01/13	No no. I don't wanna get out of bed. /: gonna be a long dayy
2,94823E+17	US	25/01/13	"@Dan_Reader I chose @DRTammunition Its safe enough to do a mag dump at contact distance on steel &amp; has impressive effects on soft tissue."
2,94877E+17	US	25/01/13	#WaysToGetSlapped fuckin with my nigga
2,9501E+17	GB	26/01/13	We rang 999 and they told us to go away? Rude that
2,95043E+17	US	26/01/13	I just wanna sleep all day tomorrow!
2,95195E+17	US	26/01/13	@Elijah_Wayne wyd silly ass?
2,95209E+17	BR	26/01/13	fiquei tanto tempo mexendo carne moída que acho que meu braço vai cair
2,95243E+17	US	26/01/13	"#LiftedJeeps &lt;3"
2,95271E+17	MX	26/01/13	@AmVolunteer porque!!!!?
2,95295E+17	BR	26/01/13	@swiftdrauhl sumiu sim ):
2,95295E+17	US	26/01/13	@kyletheecreator -.-
2,95391E+17	US	27/01/13	@lizzz_96 sí verdad como estas ??
2,95398E+17	US	27/01/13	Its not even like she tryin tk hide I see ur name
2,95495E+17	BY	27/01/13	есть миллионы шансов, что скоро будет все сбываться
2,95496E+17	GB	27/01/13	Come on Andyyyyyy #AusOpen
2,95511E+17	IE	27/01/13	@Ciaraannbarry hha where did ya meet this gay fella :)
2,95615E+17	FR	27/01/13	"Les garçons qui font de la guitare &gt;&gt;&gt;&gt; *.*"
2,95627E+17	US	27/01/13	You never miss something til'ours gone
2,95678E+17	US	27/01/13	@JLIsley well two of my friends are on the way right now. So that's random again u picked Dallas. Lol. So now u gotta drive us.
2,95691E+17	TR	28/01/13	@fthylmz0 ooo fatih beg
2,95693E+17	GB	28/01/13	But I love @AshleyKirwanMBE more. Better than David at footy too
2,9573E+17	CL	28/01/13	Minas resentidas hay miles... Chicas, quieranse please!!!!!!  si te dejaron es por algo, si no t quieren es por algo... Atinennnnn !!!!
2,958E+17	BR	28/01/13	cheguei cedinho do cfolia
2,95866E+17	ID	28/01/13	Ayo sembuuh
2,95915E+17	BR	28/01/13	Era Deus caminhando o tempo todo com você.
2,95998E+17	US	28/01/13	"Today I tripped and I'm 100% sure a fuck ton of people driving on Johnston saw it. My day&lt;&lt;&lt;"
2,96031E+17	US	28/01/13	@Yunq_Thuqqin ohh
2,96054E+17	TR	29/01/13	@heylul sen bana aşık olunca devreleri fena yakmışsın diyeydin. Yazık la bebeye
2,96073E+17	US	29/01/13	Can’t tell when it’s for real, or if it’s only for the chase
2,96137E+17	US	29/01/13	@BisforBooYah showin no mercy!
2,96145E+17	ID	29/01/13	"RT @yovinanaa: Ngomongin jerawat lu -_- aishhh\@Alin_adia: Ngmngn apaan sih :s RT @yovinanaa: Emgnya malam minggu miko :p"""
2,96272E+17	ES	29/01/13	"“@inakicanovas55: @the_neter_  deu ni do nen!! Vas fort”. Si volem baixar dels 60' als bombers és el que toca...;)"
2,9631E+17	US	29/01/13	@KREAYSHAWN you have the most perf voice ever
2,96323E+17	US	29/01/13	@BrittneyHolley dork
2,96393E+17	US	29/01/13	All day I thought it was weird Wednesday. #letdown
2,96409E+17	US	30/01/13	Lets go flyers!! C'mon baby!
2,96435E+17	BR	30/01/13	@_camilati vou e vc cá?
2,9645E+17	US	30/01/13	@kahnman1500 not even cool, he's seriously hurt
2,96458E+17	US	30/01/13	@lexxii274 slette
2,96501E+17	JP	30/01/13	3026編成いつのまに回送されてた... (@ 神武寺駅 (Jimmuji Sta.) (KK52)) http://t.co/tq9DVFG6
2,96604E+17	MY	30/01/13	@AlinAshma tulis la nama i haha
2,96709E+17	TR	30/01/13	"@cemilcahtcebeci @ozdvrsn direk 2 ilk yarıda ikinci yarıda ;)"
2,96768E+17	MX	30/01/13	@sloanetweets #asksloane favorite for the superbowl? and what team do you support?
2,96806E+17	US	31/01/13	Time is a thing not to waste
2,96826E+17	US	31/01/13	Lakers win tip off
2,9684E+17	US	31/01/13	I gotta stop talking and just do it.. Talk is cheap
2,96909E+17	ES	31/01/13	@medri gobiernos autonómicos
2,96942E+17	GB	31/01/13	@emilysarahjohn Hahaha so awks but so funny
2,96952E+17	US	31/01/13	Listening to EDC recaps, can't wait for EDCNY 2013 at Citi Field! @insomniacevents
2,96959E+17	US	31/01/13	"I turned up;) #currently http://t.co/lcs9VaSs"
2,97108E+17	NL	31/01/13	This heart is on fire
2,97294E+17	MY	01/02/13	Apa lagi nak buat selain sabar?
2,97318E+17	TR	01/02/13	@Merveozbekli evet bebegim cok ihmal ediyosun beni bugünlerde :D
2,97378E+17	GB	01/02/13	Oh brill so now my bumpers hanging off might as well just leave it falls off completely
2,97397E+17	MY	01/02/13	I miss that time, when you text me and said 'iman, tolong aku..' it surprised me !! XD im really miss that time. XD
2,97401E+17	BR	01/02/13	And I say hey ey ey ey ey hey ey ey I said hey whats going on?
2,97402E+17	US	01/02/13	How are you mixed and have an inch of nappy hair on yo head tho?.. youre mixed alright .. with Black .. Black and more Fuckin Black
2,97463E+17	ES	01/02/13	@CeliaaDiaaz enfin jjj y que es de tu vida amool mañana salez?
2,97487E+17	US	01/02/13	@IAmFaded yes long time
2,9751E+17	LU	02/02/13	@summerlove345 si :o
2,97581E+17	US	02/02/13	Those flautas were good :D
2,97635E+17	US	02/02/13	I'm drunkkkkkk
2,97706E+17	US	02/02/13	I really want to study abroad in Israel.
2,97727E+17	RU	02/02/13	@sashaspirina не знаю))
2,97796E+17	US	02/02/13	I need a blunt.
2,97803E+17	FR	02/02/13	@PaulSaintSernin @jcoudrot c'est pas trop tôt quand même :-)
2,97824E+17	US	02/02/13	me and makarah got matching underwear again . \n#bestfriendprobs
2,97865E+17	US	03/02/13	Early Valentine's gift for Dan and @DJWernitznig... I'm so sweet 💘#Bowman #Bourbon @ Hollister House http://t.co/jOcUuY1a
2,97901E+17	US	03/02/13	I'm at Lahore Karahi (San Francisco, CA) http://t.co/HjcLFkT1
2,97902E+17	JP	03/02/13	@gonta3x   なんとか受かったよo(^o^)o  鯛焼き買ってお祝いするんだ
2,97906E+17	ID	03/02/13	At Husein Sastranegara Airport — http://t.co/RnIZasOV
2,97962E+17	US	03/02/13	"I'm so exhausted \mm"""
2,98001E+17	ID	03/02/13	Oke nungguin dikosan sampe mlm :|
2,98019E+17	ID	03/02/13	Wooo. Bye malaysia :'(
2,98142E+17	TR	03/02/13	I'm at Heybeliada (İstanbul, Türkiye) http://t.co/aOatYqvK
2,98248E+17	US	04/02/13	I was so productive this weekend, I think I should get this week off. :-)
2,98262E+17	MY	04/02/13	Fuyoo jaoh gila!! (@ UiTM Puncak Alam) http://t.co/DYEIaeEc
2,98277E+17	US	04/02/13	@QuincieEdwin ohh
2,9828E+17	MY	04/02/13	@beaversonatrain HAHA!  COX I KNOW YOU ARE SAYING ABOUT ME
2,98288E+17	US	04/02/13	@ChefKarlMace I've been spun all day
2,98455E+17	TR	04/02/13	I'm at Hacettepe Üniversitesi (Ankara, Türkiye) w/ 8 others http://t.co/CHYfmJXS
2,98505E+17	TR	04/02/13	I'm at Bistro Kafe (Tekirdağ, Türkiye) w/ 8 others http://t.co/ToaUaXHg
2,98523E+17	SE	04/02/13	Vagel på G.
2,98591E+17	US	05/02/13	@DottieVollmer heckkkk yeah!
2,98602E+17	US	05/02/13	I would love to know why everybody hates everybody 😒 makes no sense to me sometimes
2,98607E+17	JP	05/02/13	急げ急げ
2,98665E+17	US	05/02/13	Follow Me On IG:FLYEST_EVER10
2,98812E+17	ID	05/02/13	"jgn ngmg gtu kak ntar d cabut loh nyawa nya sm wempi :'( RT @angga_decay0721: Hahahaha udh sarap ank ini aslee \@wempyyy: Alhamdullilah 0:)"""
2,98814E+17	US	05/02/13	Thursday gonna be the busiest
2,98825E+17	CA	05/02/13	@tsnotoole Danny boy, when is NHL trade deadline this year?
2,98884E+17	ID	05/02/13	Kangen kamu sayang :* http://t.co/SObGpu77
2,98955E+17	PT	06/02/13	@DiogoTPinheiro é optimo sem duvida!! Tens de tirar a carta rapido! Depender dos transportes publicos ou dos pais é terrivel
2,99022E+17	RU	06/02/13	I just became the mayor of Сканира on @foursquare! http://t.co/mOmFZG9y
2,99055E+17	US	06/02/13	@AnaValenzz No .
2,99246E+17	FR	06/02/13	1-0
2,99278E+17	BR	06/02/13	@naknhac ashuashuashu eu sei né
2,99283E+17	TR	06/02/13	@cerenbora @selincataltepe @serkannncan kızlar o zaman yapın da yiyelim huehueuheuh
2,99296E+17	BR	06/02/13	eu e a bianca vamos fazee liçao todo dia juntas
2,993E+17	US	06/02/13	Every single day I think about how we came all this way the sleepless nights and the tears you cried it's never too late to make it right
2,99374E+17	US	07/02/13	This girl is so bad
2,9942E+17	ID	07/02/13	Coffee time (at @SbuxIndonesia) [pic] — http://t.co/enNvaNDa
2,99487E+17	MY	07/02/13	Hady n eriza ad kat umh ak..sape nk pijak dieorg jemput dtg umh k #SetiaHujungNyawa
2,99509E+17	GB	07/02/13	"“@lauracharlotte_: #tbt happy birthday @jadelouiselucas 👭 http://t.co/dAAFCKV0” you &amp; @BRCarter89 look buzzed about the prospect of cake"
2,99537E+17	MY	07/02/13	@reginasiena lily !
2,99553E+17	FR	07/02/13	Euuuuh il a dit un truc de ouf.
